id,nombre,edad,genero,ciudad,region,nse,ocupacion,ingresos,educacion,estado_civil,hijos,created_at
295,Patricia Flores,54,F,Puerto Maldonado,Selva,E,Desempleado,"Menos de S/ 1,000",Secundaria incompleta,Soltero,3,2025-07-09T20:33:07.706287
114,Carmen García,41,F,Lima,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Secundaria completa,Soltero,2,2025-07-09T20:33:07.683094
299,Rosa García,72,F,Iquitos,Selva,E,Jubilado,"Menos de S/ 1,000",Sin educación formal,Casado,0,2025-07-09T20:33:07.706823
20,Manuel Pérez,45,M,Cusco,Sierra,B,Comerciante,"S/ 4,000 - S/ 10,000",Superior incompleta,Casado,0,2025-07-09T20:33:07.670754
3,Miguel Flores,30,M,Callao,Lima,B,Técnico Especializado,"S/ 4,000 - S/ 10,000",Superior incompleta,Casado,0,2025-07-09T20:33:07.667464
250,Carlos García,53,M,Pucallpa,Selva,D,Comerciante Menor,"S/ 1,000 - S/ 2,000",Secundaria completa,Soltero,2,2025-07-09T20:33:07.700353
207,Patricia González,60,F,Callao,Lima,D,Empleado Básico,"S/ 1,000 - S/ 2,000",Secundaria completa,Casado,3,2025-07-09T20:33:07.694923
249,Sandra Ramírez,52,F,Puerto Maldonado,Selva,D,Trabajador Independiente,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Casado,1,2025-07-09T20:33:07.700218
180,Pedro González,44,M,Puerto Maldonado,Selva,C,Técnico,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,1,2025-07-09T20:33:07.691567
227,Mónica Ramírez,36,F,Ayacucho,Sierra,D,Trabajador Independiente,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Casado,2,2025-07-09T20:33:07.697482
225,Miguel Flores,29,M,Huancayo,Sierra,D,Obrero,"S/ 1,000 - S/ 2,000",Técnica incompleta,Casado,0,2025-07-09T20:33:07.697245
216,Teresa López,52,F,Tacna,Costa,D,Empleado Básico,"S/ 1,000 - S/ 2,000",Secundaria completa,Casado,1,2025-07-09T20:33:07.696065
97,Mónica Martínez,28,F,Lima,Lima,C,Comerciante,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,0,2025-07-09T20:33:07.680434
274,Patricia González,20,F,Cajamarca,Sierra,E,Estudiante/Trabajador Joven,"Menos de S/ 1,000",Estudiando,Soltero,0,2025-07-09T20:33:07.703579
204,Ana Flores,52,F,Lima,Lima,D,Obrero,"S/ 1,000 - S/ 2,000",Secundaria completa,Divorciado,0,2025-07-09T20:33:07.694535
13,Manuel Ramírez,20,M,Huancayo,Sierra,B,Estudiante/Trabajador Joven,"S/ 4,000 - S/ 10,000",Estudiando,Soltero,0,2025-07-09T20:33:07.669921
18,Lucía González,44,F,Huancayo,Sierra,B,Profesional,"S/ 4,000 - S/ 10,000",Superior incompleta,Casado,1,2025-07-09T20:33:07.670487
289,Manuel López,23,M,Iquitos,Selva,E,Estudiante/Trabajador Joven,"Menos de S/ 1,000",Estudiando,Soltero,0,2025-07-09T20:33:07.705561
262,Carlos Flores,42,M,Callao,Lima,E,Trabajador Eventual,"Menos de S/ 1,000",Sin educación formal,Soltero,3,2025-07-09T20:33:07.701735
219,Rosa González,24,F,Cajamarca,Sierra,D,Estudiante/Trabajador Joven,"S/ 1,000 - S/ 2,000",Estudiando,Conviviente,0,2025-07-09T20:33:07.696474
134,José Ramírez,37,M,Trujillo,Costa,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Secundaria completa,Casado,1,2025-07-09T20:33:07.685377
117,María López,47,F,Callao,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,4,2025-07-09T20:33:07.683409
232,Fernando González,48,M,Ayacucho,Sierra,D,Empleado Básico,"S/ 1,000 - S/ 2,000",Secundaria completa,Casado,2,2025-07-09T20:33:07.698090
238,Ana Martínez,74,F,Arequipa,Sierra,D,Jubilado,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Casado,1,2025-07-09T20:33:07.698850
111,Teresa Pérez,40,F,Lima,Lima,C,Comerciante,"S/ 2,000 - S/ 4,000",Superior incompleta,Soltero,1,2025-07-09T20:33:07.682685
246,Roberto López,41,M,Tarapoto,Selva,D,Trabajador Independiente,"S/ 1,000 - S/ 2,000",Secundaria completa,Divorciado,3,2025-07-09T20:33:07.699847
222,Ricardo Torres,29,M,Huancayo,Sierra,D,Empleado Básico,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Conviviente,1,2025-07-09T20:33:07.696870
202,José Flores,38,M,Lima,Lima,D,Trabajador Independiente,"S/ 1,000 - S/ 2,000",Secundaria completa,Casado,3,2025-07-09T20:33:07.694276
108,Jorge Sánchez,33,M,Callao,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Técnica completa,Soltero,0,2025-07-09T20:33:07.681995
176,María Sánchez,28,F,Puerto Maldonado,Selva,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Técnica completa,Conviviente,0,2025-07-09T20:33:07.691106
221,Rosa González,20,F,Huancayo,Sierra,D,Estudiante/Trabajador Joven,"S/ 1,000 - S/ 2,000",Estudiando,Soltero,0,2025-07-09T20:33:07.696749
275,Jorge Sánchez,29,M,Cusco,Sierra,E,Subempleado,"Menos de S/ 1,000",Primaria completa,Soltero,1,2025-07-09T20:33:07.703692
215,Miguel Ramírez,38,M,Chiclayo,Costa,D,Comerciante Menor,"S/ 1,000 - S/ 2,000",Técnica incompleta,Casado,1,2025-07-09T20:33:07.695954
169,Carmen García,18,F,Iquitos,Selva,C,Estudiante/Trabajador Joven,"S/ 2,000 - S/ 4,000",Estudiando,Soltero,0,2025-07-09T20:33:07.690285
156,Carlos Martínez,45,M,Huancayo,Sierra,C,Comerciante,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,1,2025-07-09T20:33:07.688578
211,Fernando López,80,M,Lima,Lima,D,Jubilado,"S/ 1,000 - S/ 2,000",Secundaria completa,Viudo,2,2025-07-09T20:33:07.695380
170,Carlos López,20,M,Tarapoto,Selva,C,Estudiante/Trabajador Joven,"S/ 2,000 - S/ 4,000",Estudiando,Soltero,0,2025-07-09T20:33:07.690404
89,José Torres,33,M,Lima,Lima,C,Comerciante,"S/ 2,000 - S/ 4,000",Técnica completa,Conviviente,0,2025-07-09T20:33:07.679474
244,Sandra Flores,29,F,Puerto Maldonado,Selva,D,Empleado Básico,"S/ 1,000 - S/ 2,000",Técnica incompleta,Casado,0,2025-07-09T20:33:07.699599
251,Carlos Ramírez,64,M,Puerto Maldonado,Selva,D,Empleado Básico,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Soltero,2,2025-07-09T20:33:07.700455
260,Carlos Rodríguez,44,M,Lima,Lima,E,Desempleado,"Menos de S/ 1,000",Sin educación formal,Soltero,2,2025-07-09T20:33:07.701489
255,Elena Ramírez,23,F,Callao,Lima,E,Estudiante/Trabajador Joven,"Menos de S/ 1,000",Estudiando,Soltero,0,2025-07-09T20:33:07.700912
157,Elena Martínez,52,F,Cajamarca,Sierra,C,Empleado,"S/ 2,000 - S/ 4,000",Superior incompleta,Soltero,2,2025-07-09T20:33:07.688719
149,Patricia Pérez,29,F,Cusco,Sierra,C,Comerciante,"S/ 2,000 - S/ 4,000",Técnica completa,Soltero,1,2025-07-09T20:33:07.687554
83,Manuel García,27,M,Lima,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Superior incompleta,Soltero,0,2025-07-09T20:33:07.678811
237,Sandra Pérez,68,F,Arequipa,Sierra,D,Jubilado,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Casado,0,2025-07-09T20:33:07.698738
128,Ricardo López,70,M,Lima,Lima,C,Jubilado,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,1,2025-07-09T20:33:07.684745
98,Fernando Pérez,26,M,Callao,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,0,2025-07-09T20:33:07.680528
76,Manuel Pérez,33,M,Lima,Lima,C,Comerciante,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,1,2025-07-09T20:33:07.678031
