id,nombre,edad,genero,ciudad,region,nse,ocupacion,ingresos,educacion,estado_civil,hijos,created_at
38,Fernando Pérez,28,M,Lima,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Secundaria completa,Casado,0,2025-07-10T13:37:15.840449
84,Patricia González,29,F,Callao,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Secundaria completa,Casado,0,2025-07-10T13:37:15.845891
197,Carmen Flores,33,F,Callao,Lima,D,Trabajador Independiente,"S/ 1,000 - S/ 2,000",Técnica incompleta,Soltero,1,2025-07-10T13:37:15.864340
139,Teresa Flores,73,F,Trujillo,Costa,C,Jubilado,"S/ 2,000 - S/ 4,000",Secundaria completa,Casado,1,2025-07-10T13:37:15.855931
252,Ana Sánchez,59,F,Tarapoto,Selva,D,Comerciante Menor,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Casado,0,2025-07-10T13:37:15.871570
273,Roberto Rodríguez,22,M,Arequipa,Sierra,E,Estudiante/Trabajador Joven,"Menos de S/ 1,000",Estudiando,Conviviente,0,2025-07-10T13:37:15.873771
16,Lucía Pérez,29,F,Ayacucho,Sierra,B,Técnico Especializado,"S/ 4,000 - S/ 10,000",Técnica completa,Casado,1,2025-07-10T13:37:15.838186
73,Sandra Torres,27,F,Lima,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Secundaria completa,Soltero,0,2025-07-10T13:37:15.844105
89,Luis Flores,25,M,Lima,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Técnica completa,Soltero,0,2025-07-10T13:37:15.846880
168,Carmen Rodríguez,21,F,Puerto Maldonado,Selva,C,Estudiante/Trabajador Joven,"S/ 2,000 - S/ 4,000",Estudiando,Conviviente,0,2025-07-10T13:37:15.859068
159,Teresa Rodríguez,53,F,Cusco,Sierra,C,Técnico,"S/ 2,000 - S/ 4,000",Secundaria completa,Casado,0,2025-07-10T13:37:15.858105
236,Roberto Martínez,59,M,Huancayo,Sierra,D,Comerciante Menor,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Casado,2,2025-07-10T13:37:15.869780
156,Luis García,49,M,Ayacucho,Sierra,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,2,2025-07-10T13:37:15.857756
207,Elena Flores,63,F,Callao,Lima,D,Comerciante Menor,"S/ 1,000 - S/ 2,000",Secundaria completa,Soltero,1,2025-07-10T13:37:15.866270
150,Fernando Flores,37,M,Arequipa,Sierra,C,Comerciante,"S/ 2,000 - S/ 4,000",Secundaria completa,Casado,3,2025-07-10T13:37:15.857012
229,Luis Flores,42,M,Ayacucho,Sierra,D,Comerciante Menor,"S/ 1,000 - S/ 2,000",Técnica incompleta,Divorciado,0,2025-07-10T13:37:15.868979
251,Rosa González,61,F,Puerto Maldonado,Selva,D,Obrero,"S/ 1,000 - S/ 2,000",Técnica incompleta,Casado,0,2025-07-10T13:37:15.871479
152,Carmen Torres,43,F,Huancayo,Sierra,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,1,2025-07-10T13:37:15.857223
124,Roberto García,59,M,Lima,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Superior incompleta,Viudo,3,2025-07-10T13:37:15.852567
268,Sandra Torres,66,F,Lima,Lima,E,Jubilado,"Menos de S/ 1,000",Sin educación formal,Casado,2,2025-07-10T13:37:15.873252
160,Patricia Flores,59,F,Arequipa,Sierra,C,Comerciante,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,3,2025-07-10T13:37:15.858231
47,Teresa López,28,F,Lima,Lima,C,Comerciante,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,2,2025-07-10T13:37:15.841409
292,Elena González,32,F,Puerto Maldonado,Selva,E,Desempleado,"Menos de S/ 1,000",Sin educación formal,Soltero,0,2025-07-10T13:37:15.875674
71,Carmen Torres,29,F,Lima,Lima,C,Técnico,"S/ 2,000 - S/ 4,000",Superior incompleta,Conviviente,0,2025-07-10T13:37:15.843900
44,Roberto Rodríguez,27,M,Callao,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Superior incompleta,Conviviente,0,2025-07-10T13:37:15.841081
284,Teresa Flores,63,F,Ayacucho,Sierra,E,Trabajador Eventual,"Menos de S/ 1,000",Sin educación formal,Soltero,1,2025-07-10T13:37:15.874892
81,Manuel Flores,33,M,Lima,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Superior incompleta,Soltero,0,2025-07-10T13:37:15.845021
239,Roberto Rodríguez,72,M,Cajamarca,Sierra,D,Jubilado,"S/ 1,000 - S/ 2,000",Técnica incompleta,Casado,3,2025-07-10T13:37:15.870076
294,Carlos López,35,M,Puerto Maldonado,Selva,E,Trabajador Eventual,"Menos de S/ 1,000",Sin educación formal,Soltero,1,2025-07-10T13:37:15.875910
249,Carmen Sánchez,53,F,Puerto Maldonado,Selva,D,Comerciante Menor,"S/ 1,000 - S/ 2,000",Secundaria completa,Soltero,3,2025-07-10T13:37:15.871294
165,Manuel Pérez,79,M,Cajamarca,Sierra,C,Jubilado,"S/ 2,000 - S/ 4,000",Técnica completa,Soltero,0,2025-07-10T13:37:15.858770
153,Pedro Sánchez,43,M,Cajamarca,Sierra,C,Comerciante,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,3,2025-07-10T13:37:15.857327
172,Ricardo González,33,M,Puerto Maldonado,Selva,C,Técnico,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,1,2025-07-10T13:37:15.859434
295,Jorge González,51,M,Iquitos,Selva,E,Trabajo Doméstico,"Menos de S/ 1,000",Primaria completa,Casado,2,2025-07-10T13:37:15.876005
144,Carmen Flores,33,F,Cajamarca,Sierra,C,Comerciante,"S/ 2,000 - S/ 4,000",Técnica completa,Conviviente,0,2025-07-10T13:37:15.856368
230,Lucía Ramírez,46,F,Arequipa,Sierra,D,Trabajador Independiente,"S/ 1,000 - S/ 2,000",Técnica incompleta,Casado,2,2025-07-10T13:37:15.869089
148,Carlos Rodríguez,30,M,Cajamarca,Sierra,C,Técnico,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,1,2025-07-10T13:37:15.856809
141,Fernando Rodríguez,18,M,Ayacucho,Sierra,C,Estudiante/Trabajador Joven,"S/ 2,000 - S/ 4,000",Estudiando,Conviviente,0,2025-07-10T13:37:15.856104
220,Pedro Torres,21,M,Cusco,Sierra,D,Estudiante/Trabajador Joven,"S/ 1,000 - S/ 2,000",Estudiando,Soltero,0,2025-07-10T13:37:15.868136
151,Ana García,35,F,Cusco,Sierra,C,Empleado,"S/ 2,000 - S/ 4,000",Secundaria completa,Soltero,0,2025-07-10T13:37:15.857115
225,Mónica Pérez,29,F,Huancayo,Sierra,D,Obrero,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Casado,0,2025-07-10T13:37:15.868565
32,María López,67,F,Tarapoto,Selva,B,Jubilado,"S/ 4,000 - S/ 10,000",Superior completa,Casado,1,2025-07-10T13:37:15.839879
69,Rosa García,33,F,Lima,Lima,C,Comerciante,"S/ 2,000 - S/ 4,000",Técnica completa,Soltero,0,2025-07-10T13:37:15.843679
113,Pedro Sánchez,38,M,Callao,Lima,C,Técnico,"S/ 2,000 - S/ 4,000",Secundaria completa,Casado,4,2025-07-10T13:37:15.851128
25,Fernando González,34,M,Pucallpa,Selva,B,Técnico Especializado,"S/ 4,000 - S/ 10,000",Técnica completa,Casado,0,2025-07-10T13:37:15.839149
250,Sandra Ramírez,53,F,Pucallpa,Selva,D,Trabajador Independiente,"S/ 1,000 - S/ 2,000",Secundaria completa,Casado,1,2025-07-10T13:37:15.871394
202,Lucía Pérez,44,F,Callao,Lima,D,Trabajador Independiente,"S/ 1,000 - S/ 2,000",Técnica incompleta,Divorciado,3,2025-07-10T13:37:15.865695
155,Mónica Ramírez,53,F,Cusco,Sierra,C,Empleado,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,1,2025-07-10T13:37:15.857546
269,Roberto Flores,73,M,Lima,Lima,E,Jubilado,"Menos de S/ 1,000",Primaria completa,Casado,1,2025-07-10T13:37:15.873355
68,Teresa Rodríguez,30,F,Callao,Lima,C,Comerciante,"S/ 2,000 - S/ 4,000",Superior incompleta,Conviviente,0,2025-07-10T13:37:15.843560
