id,nombre,edad,genero,ciudad,region,nse,ocupacion,ingresos,educacion,estado_civil,hijos,created_at
258,Fernando López,30,M,Callao,Lima,E,Subempleado,"Menos de S/ 1,000",Sin educación formal,Conviviente,0,2025-07-10T13:41:06.946595
48,Manuel Ramírez,29,M,Lima,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,1,2025-07-10T13:41:06.921536
228,Patricia Sánchez,36,F,Cajamarca,Sierra,D,Trabajador Independiente,"S/ 1,000 - S/ 2,000",Secundaria completa,Casado,4,2025-07-10T13:41:06.943411
160,Teresa Ramírez,58,F,Arequipa,Sierra,C,Comerciante,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,3,2025-07-10T13:41:06.934668
172,Carmen López,31,F,Puerto Maldonado,Selva,C,Empleado,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,0,2025-07-10T13:41:06.935811
150,Carmen López,36,F,Huancayo,Sierra,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Secundaria completa,Divorciado,1,2025-07-10T13:41:06.933638
56,José Torres,33,M,Callao,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,1,2025-07-10T13:41:06.922383
154,Manuel García,40,M,Cajamarca,Sierra,C,Técnico,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,3,2025-07-10T13:41:06.934065
214,Sandra Torres,29,F,Chiclayo,Costa,D,Empleado Básico,"S/ 1,000 - S/ 2,000",Técnica incompleta,Conviviente,1,2025-07-10T13:41:06.941849
204,Ana Pérez,51,F,Callao,Lima,D,Empleado Básico,"S/ 1,000 - S/ 2,000",Secundaria completa,Casado,1,2025-07-10T13:41:06.940809
261,José Martínez,37,M,Lima,Lima,E,Desempleado,"Menos de S/ 1,000",Primaria completa,Casado,2,2025-07-10T13:41:06.946903
19,Carlos Martínez,52,M,Cajamarca,Sierra,B,Comerciante,"S/ 4,000 - S/ 10,000",Superior completa,Soltero,0,2025-07-10T13:41:06.917404
101,Rosa Pérez,27,F,Callao,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Técnica completa,Soltero,2,2025-07-10T13:41:06.928692
203,Ana García,46,F,Lima,Lima,D,Empleado Básico,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Casado,2,2025-07-10T13:41:06.940709
44,Luis Sánchez,32,M,Callao,Lima,C,Técnico,"S/ 2,000 - S/ 4,000",Superior incompleta,Soltero,1,2025-07-10T13:41:06.920891
144,Carmen Martínez,31,F,Ayacucho,Sierra,C,Comerciante,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,1,2025-07-10T13:41:06.933006
131,Miguel Martínez,19,M,Trujillo,Costa,C,Estudiante/Trabajador Joven,"S/ 2,000 - S/ 4,000",Estudiando,Soltero,0,2025-07-10T13:41:06.931602
155,Sandra Rodríguez,54,F,Cajamarca,Sierra,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,4,2025-07-10T13:41:06.934157
21,Patricia Martínez,61,F,Arequipa,Sierra,B,Comerciante,"S/ 4,000 - S/ 10,000",Superior completa,Casado,1,2025-07-10T13:41:06.917842
223,Luis García,34,M,Huancayo,Sierra,D,Empleado Básico,"S/ 1,000 - S/ 2,000",Técnica incompleta,Soltero,0,2025-07-10T13:41:06.942741
254,Carlos Sánchez,65,M,Pucallpa,Selva,D,Obrero,"S/ 1,000 - S/ 2,000",Secundaria completa,Casado,0,2025-07-10T13:41:06.946159
242,María López,27,F,Iquitos,Selva,D,Obrero,"S/ 1,000 - S/ 2,000",Técnica incompleta,Conviviente,1,2025-07-10T13:41:06.944929
193,Lucía Sánchez,18,F,Lima,Lima,D,Estudiante/Trabajador Joven,"S/ 1,000 - S/ 2,000",Estudiando,Soltero,0,2025-07-10T13:41:06.939644
84,Rosa González,27,F,Callao,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Superior incompleta,Conviviente,0,2025-07-10T13:41:06.926833
162,Ricardo Rodríguez,57,M,Ayacucho,Sierra,C,Empleado,"S/ 2,000 - S/ 4,000",Secundaria completa,Casado,1,2025-07-10T13:41:06.934855
157,Ricardo Flores,46,M,Ayacucho,Sierra,C,Comerciante,"S/ 2,000 - S/ 4,000",Superior incompleta,Divorciado,0,2025-07-10T13:41:06.934383
299,María González,68,F,Pucallpa,Selva,E,Jubilado,"Menos de S/ 1,000",Secundaria incompleta,Casado,2,2025-07-10T13:41:06.950844
53,Fernando Ramírez,34,M,Callao,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Secundaria completa,Soltero,0,2025-07-10T13:41:06.922104
63,José Sánchez,27,M,Lima,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Superior incompleta,Soltero,2,2025-07-10T13:41:06.923090
95,Manuel Martínez,30,M,Callao,Lima,C,Comerciante,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,1,2025-07-10T13:41:06.928092
289,María Martínez,18,F,Pucallpa,Selva,E,Estudiante/Trabajador Joven,"Menos de S/ 1,000",Estudiando,Conviviente,0,2025-07-10T13:41:06.949704
269,María González,67,F,Lima,Lima,E,Jubilado,"Menos de S/ 1,000",Sin educación formal,Casado,2,2025-07-10T13:41:06.947686
230,José Pérez,53,M,Cajamarca,Sierra,D,Trabajador Independiente,"S/ 1,000 - S/ 2,000",Secundaria completa,Soltero,2,2025-07-10T13:41:06.943691
102,Pedro García,34,M,Lima,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Técnica completa,Conviviente,2,2025-07-10T13:41:06.928808
294,Carlos Martínez,37,M,Iquitos,Selva,E,Subempleado,"Menos de S/ 1,000",Primaria completa,Casado,0,2025-07-10T13:41:06.950205
33,Teresa García,24,F,Lima,Lima,C,Estudiante/Trabajador Joven,"S/ 2,000 - S/ 4,000",Estudiando,Soltero,0,2025-07-10T13:41:06.919678
121,Elena González,54,F,Callao,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Técnica completa,Divorciado,1,2025-07-10T13:41:06.930637
156,Ricardo Flores,51,M,Cusco,Sierra,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Secundaria completa,Viudo,3,2025-07-10T13:41:06.934259
119,Rosa Sánchez,45,F,Callao,Lima,C,Comerciante,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,3,2025-07-10T13:41:06.930443
147,Elena González,28,F,Huancayo,Sierra,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Técnica completa,Conviviente,0,2025-07-10T13:41:06.933324
271,Patricia García,42,F,Trujillo,Costa,E,Trabajo Doméstico,"Menos de S/ 1,000",Secundaria incompleta,Soltero,2,2025-07-10T13:41:06.947901
232,Mónica Pérez,52,F,Huancayo,Sierra,D,Comerciante Menor,"S/ 1,000 - S/ 2,000",Secundaria completa,Casado,0,2025-07-10T13:41:06.943915
234,José García,55,M,Ayacucho,Sierra,D,Trabajador Independiente,"S/ 1,000 - S/ 2,000",Secundaria completa,Divorciado,0,2025-07-10T13:41:06.944121
229,Luis López,38,M,Cusco,Sierra,D,Obrero,"S/ 1,000 - S/ 2,000",Secundaria completa,Casado,2,2025-07-10T13:41:06.943524
43,Sandra González,27,F,Callao,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Técnica completa,Soltero,2,2025-07-10T13:41:06.920751
23,Ricardo García,67,M,Cajamarca,Sierra,B,Jubilado,"S/ 4,000 - S/ 10,000",Técnica completa,Casado,1,2025-07-10T13:41:06.918059
272,Jorge González,52,M,Trujillo,Costa,E,Trabajador Eventual,"Menos de S/ 1,000",Primaria completa,Casado,2,2025-07-10T13:41:06.948009
