id,nombre,edad,genero,ciudad,region,nse,ocupacion,ingresos,educacion,estado_civil,hijos,created_at
141,Rosa Rodríguez,20,F,Cusco,Sierra,C,Estudiante/Trabajador Joven,"S/ 2,000 - S/ 4,000",Estudiando,Soltero,0,2025-07-10T14:12:31.403084
228,Sandra Flores,40,F,Cusco,Sierra,D,Comerciante Menor,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Casado,3,2025-07-10T14:12:31.418736
267,Teresa Rodríguez,60,F,Lima,Lima,E,Subempleado,"Menos de S/ 1,000",Sin educación formal,Divorciado,1,2025-07-10T14:12:31.422886
200,Ana García,39,F,Lima,Lima,D,Trabajador Independiente,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Divorciado,2,2025-07-10T14:12:31.409780
170,Elena Flores,23,F,Tarapoto,Selva,C,Estudiante/Trabajador Joven,"S/ 2,000 - S/ 4,000",Estudiando,Soltero,0,2025-07-10T14:12:31.406017
7,Jorge Rodríguez,47,M,Callao,Lima,B,Profesional,"S/ 4,000 - S/ 10,000",Superior completa,Casado,3,2025-07-10T14:12:31.386915
106,Lucía Pérez,30,F,Lima,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,1,2025-07-10T14:12:31.398845
53,Carlos Torres,31,M,Callao,Lima,C,Comerciante,"S/ 2,000 - S/ 4,000",Superior incompleta,Soltero,2,2025-07-10T14:12:31.390283
238,Elena Flores,79,F,Huancayo,Sierra,D,Jubilado,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Casado,4,2025-07-10T14:12:31.420512
162,Mónica González,58,F,Arequipa,Sierra,C,Técnico,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,3,2025-07-10T14:12:31.405272
194,Sandra Ramírez,21,F,Lima,Lima,D,Estudiante/Trabajador Joven,"S/ 1,000 - S/ 2,000",Estudiando,Soltero,0,2025-07-10T14:12:31.409011
187,Roberto Torres,58,M,Tarapoto,Selva,C,Empleado,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,1,2025-07-10T14:12:31.408024
111,José González,37,M,Callao,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Secundaria completa,Casado,0,2025-07-10T14:12:31.399430
149,Mónica López,30,F,Arequipa,Sierra,C,Empleado,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,1,2025-07-10T14:12:31.403930
27,María Ramírez,35,F,Iquitos,Selva,B,Técnico Especializado,"S/ 4,000 - S/ 10,000",Superior incompleta,Casado,0,2025-07-10T14:12:31.388325
181,Carmen Ramírez,49,F,Puerto Maldonado,Selva,C,Técnico,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,4,2025-07-10T14:12:31.407199
50,Elena Rodríguez,27,F,Callao,Lima,C,Técnico,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,1,2025-07-10T14:12:31.390066
169,José González,23,M,Iquitos,Selva,C,Estudiante/Trabajador Joven,"S/ 2,000 - S/ 4,000",Estudiando,Soltero,1,2025-07-10T14:12:31.405945
2,Teresa Rodríguez,21,F,Callao,Lima,B,Estudiante/Trabajador Joven,"S/ 4,000 - S/ 10,000",Estudiando,Soltero,0,2025-07-10T14:12:31.386509
211,Luis Torres,70,M,Callao,Lima,D,Jubilado,"S/ 1,000 - S/ 2,000",Técnica incompleta,Casado,0,2025-07-10T14:12:31.410569
247,Ana González,43,F,Iquitos,Selva,D,Trabajador Independiente,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Casado,0,2025-07-10T14:12:31.421480
237,Manuel Torres,72,M,Cajamarca,Sierra,D,Jubilado,"S/ 1,000 - S/ 2,000",Técnica incompleta,Divorciado,2,2025-07-10T14:12:31.420236
52,Lucía Rodríguez,34,F,Lima,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Secundaria completa,Conviviente,2,2025-07-10T14:12:31.390210
165,Miguel Ramírez,68,M,Huancayo,Sierra,C,Jubilado,"S/ 2,000 - S/ 4,000",Secundaria completa,Soltero,0,2025-07-10T14:12:31.405570
278,Manuel Sánchez,37,M,Cajamarca,Sierra,E,Subempleado,"Menos de S/ 1,000",Primaria completa,Divorciado,2,2025-07-10T14:12:31.423948
110,Pedro Torres,43,M,Lima,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Secundaria completa,Casado,0,2025-07-10T14:12:31.399327
293,Teresa García,36,F,Tarapoto,Selva,E,Subempleado,"Menos de S/ 1,000",Secundaria incompleta,Divorciado,0,2025-07-10T14:12:31.425224
143,Teresa Flores,23,F,Huancayo,Sierra,C,Estudiante/Trabajador Joven,"S/ 2,000 - S/ 4,000",Estudiando,Soltero,0,2025-07-10T14:12:31.403257
104,Manuel Ramírez,28,M,Callao,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,0,2025-07-10T14:12:31.398592
189,Ricardo García,71,M,Tarapoto,Selva,C,Jubilado,"S/ 2,000 - S/ 4,000",Secundaria completa,Divorciado,1,2025-07-10T14:12:31.408253
274,Ana Rodríguez,24,F,Huancayo,Sierra,E,Estudiante/Trabajador Joven,"Menos de S/ 1,000",Estudiando,Soltero,0,2025-07-10T14:12:31.423529
287,Pedro Ramírez,78,M,Cusco,Sierra,E,Jubilado,"Menos de S/ 1,000",Sin educación formal,Viudo,2,2025-07-10T14:12:31.424800
266,Rosa Ramírez,63,F,Lima,Lima,E,Desempleado,"Menos de S/ 1,000",Primaria completa,Casado,4,2025-07-10T14:12:31.422815
157,Roberto Flores,51,M,Arequipa,Sierra,C,Empleado,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,1,2025-07-10T14:12:31.404778
243,Mónica González,29,F,Iquitos,Selva,D,Comerciante Menor,"S/ 1,000 - S/ 2,000",Secundaria completa,Conviviente,0,2025-07-10T14:12:31.421090
299,Jorge Flores,67,M,Pucallpa,Selva,E,Jubilado,"Menos de S/ 1,000",Secundaria incompleta,Soltero,0,2025-07-10T14:12:31.425644
188,Mónica Torres,64,F,Puerto Maldonado,Selva,C,Empleado,"S/ 2,000 - S/ 4,000",Técnica completa,Casado,0,2025-07-10T14:12:31.408134
127,Carmen Sánchez,77,F,Lima,Lima,C,Jubilado,"S/ 2,000 - S/ 4,000",Secundaria completa,Casado,2,2025-07-10T14:12:31.401654
65,Jorge Ramírez,25,M,Callao,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Secundaria completa,Casado,1,2025-07-10T14:12:31.391161
212,Luis García,75,M,Callao,Lima,D,Jubilado,"S/ 1,000 - S/ 2,000",Técnica incompleta,Casado,2,2025-07-10T14:12:31.410633
155,Ana Flores,49,F,Ayacucho,Sierra,C,Comerciante,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,1,2025-07-10T14:12:31.404578
125,Patricia López,61,F,Lima,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Superior incompleta,Casado,1,2025-07-10T14:12:31.401440
16,Miguel González,33,M,Ayacucho,Sierra,B,Empleado Calificado,"S/ 4,000 - S/ 10,000",Técnica completa,Soltero,1,2025-07-10T14:12:31.387540
