id,nombre,edad,genero,ciudad,region,nse,ocupacion,ingresos,educacion,estado_civil,hijos,created_at
199,Roberto Pérez,61,M,Puerto Maldonado,Selva,E,Desempleado,"Menos de S/ 1,000",Secundaria incompleta,Casado,2,2025-07-09T19:52:22.150731
8,Carlos López,30,M,Cajamarca,Sierra,B,Comerciante,"S/ 4,000 - S/ 10,000",Superior completa,Soltero,1,2025-07-09T19:52:22.121847
153,Sandra García,25,F,Tacna,Costa,D,Obrero,"S/ 1,000 - S/ 2,000",Secundaria completa,Casado,2,2025-07-09T19:52:22.146567
168,Teresa Martínez,28,F,Iquitos,Selva,D,Comerciante Menor,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Casado,1,2025-07-09T19:52:22.147916
75,Patricia Sánchez,28,F,Callao,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Secundaria completa,Soltero,0,2025-07-09T19:52:22.135031
11,Carlos López,64,M,Cajamarca,Sierra,B,Profesional,"S/ 4,000 - S/ 10,000",Superior completa,Casado,1,2025-07-09T19:52:22.122484
77,Patricia García,31,F,Callao,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Secundaria completa,Soltero,2,2025-07-09T19:52:22.135283
14,Elena Torres,31,F,Iquitos,Selva,B,Empleado Calificado,"S/ 4,000 - S/ 10,000",Superior incompleta,Casado,0,2025-07-09T19:52:22.123212
192,Teresa Flores,59,F,Ayacucho,Sierra,E,Subempleado,"Menos de S/ 1,000",Primaria completa,Divorciado,0,2025-07-09T19:52:22.150107
145,Fernando Flores,37,M,Lima,Lima,D,Empleado Básico,"S/ 1,000 - S/ 2,000",Técnica incompleta,Casado,1,2025-07-09T19:52:22.145819
109,Carlos Torres,23,M,Huancayo,Sierra,C,Estudiante/Trabajador Joven,"S/ 2,000 - S/ 4,000",Estudiando,Soltero,0,2025-07-09T19:52:22.139056
28,Roberto Torres,27,M,Callao,Lima,C,Comerciante,"S/ 2,000 - S/ 4,000",Técnica completa,Soltero,2,2025-07-09T19:52:22.126356
27,Ana González,25,F,Callao,Lima,C,Comerciante,"S/ 2,000 - S/ 4,000",Técnica completa,Conviviente,2,2025-07-09T19:52:22.126272
60,María Torres,33,F,Lima,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Técnica completa,Soltero,0,2025-07-09T19:52:22.132617
38,Carlos Sánchez,34,M,Callao,Lima,C,Empleado,"S/ 2,000 - S/ 4,000",Superior incompleta,Soltero,1,2025-07-09T19:52:22.127826
172,Teresa Flores,54,F,Tarapoto,Selva,D,Comerciante Menor,"S/ 1,000 - S/ 2,000",Secundaria incompleta,Casado,1,2025-07-09T19:52:22.148286
111,María García,31,F,Cusco,Sierra,C,Técnico,"S/ 2,000 - S/ 4,000",Secundaria completa,Soltero,0,2025-07-09T19:52:22.139258
16,Patricia López,46,F,Tarapoto,Selva,B,Empleado Calificado,"S/ 4,000 - S/ 10,000",Superior completa,Soltero,0,2025-07-09T19:52:22.123715
39,Patricia Sánchez,28,F,Callao,Lima,C,Obrero Calificado,"S/ 2,000 - S/ 4,000",Secundaria completa,Conviviente,2,2025-07-09T19:52:22.128486
112,Fernando Rodríguez,33,M,Arequipa,Sierra,C,Empleado,"S/ 2,000 - S/ 4,000",Técnica completa,Soltero,1,2025-07-09T19:52:22.139352
